batter,match_id,date,venue,bowling_team,batsman_runs,ball,is_wicket,is_boundary,is_six,is_four,strike_rate,put_avg,put_avg_expanding,rolling_avg_5,rolling_sr_5,venue_avg,venue_overall_avg,pvp_avg,career_avg,career_sr,career_matches,target_next_runs,target_next_sr
RA Jadeja,290,2011-05-13,Holkar Cricket Stadium,Punjab Kings,17,18,1,2,1,1,94.44,18.214285714285715,35.333333333333336,20.4,94.394,17.0,23.983870967741936,5.583333333333334,21.15625,110.95625,32,19.0,146.15
RA Jadeja,297,2011-05-18,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,19,13,1,2,1,1,146.15,19.8,20.0,19.6,110.846,11.4,20.09861111111111,7.625,21.03030303030303,110.45575757575757,33,3.0,60.0
RA Jadeja,308,2012-04-04,"MA Chidambaram Stadium, Chepauk",Mumbai Indians,3,5,1,0,0,0,60.0,14.933333333333334,22.5,14.0,94.664,11.4,20.09861111111111,3.944444444444444,20.970588235294116,111.50558823529411,34,48.0,165.52
RA Jadeja,313,2012-04-07,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Deccan Chargers,48,29,1,6,3,3,165.52,17.833333333333332,13.75,22.0,113.22200000000001,48.0,17.72189349112426,3.9666666666666663,20.457142857142856,110.034,35,13.0,76.47
RA Jadeja,318,2012-04-10,Feroz Shah Kotla,Delhi Capitals,13,17,1,1,0,1,76.47,16.533333333333335,18.833333333333332,20.0,108.51599999999999,16.6,19.530133928571427,6.583333333333333,21.22222222222222,111.57527777777779,36,4.0,400.0
RA Jadeja,320,2012-04-12,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,4,1,0,1,0,1,400.0,12.6,14.5,17.4,169.628,11.4,20.09861111111111,9.0,21.0,110.6264864864865,37,44.0,162.96
RA Jadeja,324,2012-04-14,Subrata Roy Sahara Stadium,Pune Warriors,44,27,1,6,2,4,162.96,31.25,47.0,22.4,172.99,44.0,17.1787072243346,4.7,20.55263157894737,118.24157894736842,38,7.0,233.33
RA Jadeja,332,2012-04-19,"MA Chidambaram Stadium, Chepauk",Pune Warriors,7,3,1,1,1,0,233.33,31.25,45.5,23.2,207.656,11.4,20.09861111111111,14.0,21.153846153846153,119.38820512820514,39,17.0,141.67
RA Jadeja,343,2012-04-28,"MA Chidambaram Stadium, Chepauk",Punjab Kings,17,12,1,2,1,1,141.67,18.214285714285715,30.75,17.0,202.88600000000002,11.4,20.09861111111111,6.875,20.8,122.23675,40,9.0,69.23
RA Jadeja,347,2012-04-30,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,9,13,1,0,0,0,69.23,16.1875,21.2,16.2,201.43800000000002,11.4,20.09861111111111,4.875,20.70731707317073,122.71073170731708,41,4.0,44.44
RA Jadeja,352,2012-05-04,"MA Chidambaram Stadium, Chepauk",Deccan Chargers,4,9,1,0,0,0,44.44,17.833333333333332,20.6,16.2,130.326,11.4,20.09861111111111,3.388888888888889,20.428571428571427,121.43738095238095,42,9.0,150.0
RA Jadeja,355,2012-05-06,Wankhede Stadium,Mumbai Indians,9,6,1,1,1,0,150.0,14.933333333333334,18.6,9.2,127.734,16.142857142857142,19.321590909090908,2.6666666666666665,20.046511627906977,119.64674418604652,43,16.0,123.08
RA Jadeja,361,2012-05-10,Sawai Mansingh Stadium,Rajasthan Royals,16,13,1,2,1,1,123.08,16.166666666666668,22.0,11.0,105.684,21.142857142857142,19.288100208768267,5.5,19.795454545454547,120.33659090909092,44,3.0,150.0
RA Jadeja,368,2012-05-14,Eden Gardens,Kolkata Knight Riders,3,2,0,0,0,0,150.0,16.1875,19.166666666666668,8.2,107.35,15.555555555555555,19.11173184357542,2.3333333333333335,19.711111111111112,120.39755555555556,45,13.0,92.86
RA Jadeja,371,2012-05-17,Himachal Pradesh Cricket Association Stadium,Punjab Kings,13,14,1,2,0,2,92.86,18.214285714285715,28.0,9.0,112.076,13.0,20.29850746268657,6.425,19.347826086956523,121.04108695652175,46,1.0,50.0
RA Jadeja,379,2012-05-23,M Chinnaswamy Stadium,Mumbai Indians,1,2,1,0,0,0,50.0,14.933333333333334,17.0,8.4,113.18799999999999,9.285714285714286,19.843718079673135,4.0,19.21276595744681,120.44148936170212,47,16.0,145.45
RA Jadeja,386,2013-04-06,"MA Chidambaram Stadium, Chepauk",Mumbai Indians,16,11,1,2,1,1,145.45,14.933333333333334,14.714285714285714,9.8,112.27799999999999,11.4,20.09861111111111,5.125,18.833333333333332,118.97395833333333,48,38.0,190.0
RA Jadeja,396,2013-04-13,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,38,20,0,4,1,3,190.0,12.6,12.4,14.2,125.66199999999999,11.4,20.09861111111111,3.25,18.775510204081634,119.5142857142857,49,27.0,122.73
RA Jadeja,399,2013-04-15,"MA Chidambaram Stadium, Chepauk",Pune Warriors,27,22,1,2,1,1,122.73,31.25,32.666666666666664,19.0,120.208,11.4,20.09861111111111,7.375,19.16,120.92399999999999,50,36.0,257.14
RA Jadeja,406,2013-04-20,Eden Gardens,Kolkata Knight Riders,36,14,0,6,3,3,257.14,16.1875,16.857142857142858,23.6,153.064,15.555555555555555,19.11173184357542,4.125,19.313725490196077,120.95941176470589,51,0.0,0.0
RA Jadeja,410,2013-04-22,"MA Chidambaram Stadium, Chepauk",Rajasthan Royals,0,2,1,0,0,0,0.0,16.166666666666668,19.0,23.4,143.064,11.4,20.09861111111111,2.25,19.634615384615383,123.57826923076922,52,1.0,25.0
RA Jadeja,414,2013-04-25,"MA Chidambaram Stadium, Chepauk",Sunrisers Hyderabad,1,4,1,0,0,0,25.0,11.777777777777779,12.6,20.4,118.97399999999998,11.4,20.09861111111111,3.1666666666666665,19.264150943396228,121.2466037735849,53,1.0,100.0
RA Jadeja,418,2013-04-28,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,1,1,0,0,0,0,100.0,16.1875,19.25,13.0,100.974,11.4,20.09861111111111,6.0,18.925925925925927,119.46425925925925,54,5.0,250.0
RA Jadeja,425,2013-05-02,"MA Chidambaram Stadium, Chepauk",Punjab Kings,5,2,0,1,0,1,250.0,18.214285714285715,25.5,8.6,126.428,11.4,20.09861111111111,2.25,18.6,119.11036363636363,55,20.0,111.11
RA Jadeja,430,2013-05-05,Wankhede Stadium,Mumbai Indians,20,18,1,2,0,2,111.11,14.933333333333334,14.875,5.4,97.22200000000001,16.142857142857142,19.321590909090908,4.825,18.357142857142858,121.44767857142857,56,14.0,233.33
RA Jadeja,435,2013-05-08,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,14,6,0,3,0,3,233.33,11.777777777777779,1.0,8.2,143.888,11.75,19.61134163208852,3.25,18.385964912280702,121.2663157894737,57,12.0,80.0
RA Jadeja,442,2013-05-12,Sawai Mansingh Stadium,Rajasthan Royals,12,15,1,0,0,0,80.0,16.166666666666668,12.666666666666666,10.4,154.888,21.142857142857142,19.288100208768267,3.375,18.310344827586206,123.19844827586208,58,24.0,133.33
RA Jadeja,446,2013-05-14,"MA Chidambaram Stadium, Chepauk",Delhi Capitals,24,18,1,2,0,2,133.33,16.533333333333335,18.0,15.0,161.554,11.4,20.09861111111111,4.54,18.203389830508474,122.46627118644068,59,7.0,175.0
RA Jadeja,452,2013-05-18,M Chinnaswamy Stadium,Royal Challengers Bangalore,7,4,1,1,0,1,175.0,12.6,16.666666666666668,15.4,146.554,9.285714285714286,19.843718079673135,4.5,18.3,122.64733333333334,60,0.0,0.0
RA Jadeja,457,2013-05-26,Eden Gardens,Mumbai Indians,0,2,1,0,0,0,0.0,14.933333333333334,15.444444444444445,11.4,124.332,15.555555555555555,19.11173184357542,7.2,18.114754098360656,123.50557377049181,61,7.0,233.33
RA Jadeja,465,2014-04-21,Sheikh Zayed Stadium,Delhi Capitals,7,3,1,1,1,0,233.33,16.533333333333335,18.75,10.0,124.33200000000002,7.0,16.221238938053098,6.0,17.822580645161292,121.51354838709678,62,36.0,102.86
RA Jadeja,467,2014-04-23,Dubai International Cricket Stadium,Rajasthan Royals,36,35,0,2,0,2,102.86,16.166666666666668,12.5,14.8,128.904,36.0,18.495238095238093,3.522222222222222,17.650793650793652,123.2884126984127,63,6.0,66.67
RA Jadeja,474,2014-04-27,Sharjah Cricket Stadium,Sunrisers Hyderabad,6,9,1,0,0,0,66.67,11.777777777777779,7.5,11.2,115.572,6.0,21.333333333333332,4.166666666666667,17.9375,122.96921875,64,17.0,170.0
RA Jadeja,478,2014-05-02,JSCA International Stadium Complex,Kolkata Knight Riders,17,10,0,2,1,1,170.0,16.1875,17.22222222222222,13.2,114.572,12.666666666666666,18.807692307692307,9.166666666666666,17.753846153846155,122.10307692307693,65,17.0,212.5
RA Jadeja,486,2014-05-07,Barabati Stadium,Punjab Kings,17,8,1,3,0,3,212.5,18.214285714285715,22.571428571428573,16.6,157.072,17.0,20.70754716981132,4.388888888888888,17.742424242424242,122.82878787878788,66,6.0,85.71
RA Jadeja,490,2014-05-10,Wankhede Stadium,Mumbai Indians,6,7,1,1,0,1,85.71,14.933333333333334,13.9,16.4,127.54799999999997,16.142857142857142,19.321590909090908,5.25,17.73134328358209,124.16716417910449,67,11.0,183.33
RA Jadeja,494,2014-05-13,JSCA International Stadium Complex,Rajasthan Royals,11,6,0,1,1,0,183.33,16.166666666666668,17.2,11.4,143.642,12.666666666666666,18.807692307692307,1.6666666666666667,17.558823529411764,123.60161764705882,68,10.0,111.11
RA Jadeja,499,2014-05-18,JSCA International Stadium Complex,Royal Challengers Bangalore,10,9,0,0,0,0,111.11,12.6,15.285714285714286,12.2,152.53,12.666666666666666,18.807692307692307,9.75,17.463768115942027,124.46724637681159,69,9.0,225.0
RA Jadeja,504,2014-05-20,Eden Gardens,Kolkata Knight Riders,9,4,0,1,1,0,225.0,16.1875,17.2,10.6,163.53,15.555555555555555,19.11173184357542,3.916666666666667,17.357142857142858,124.27642857142858,70,27.0,122.73
RA Jadeja,516,2014-05-30,Wankhede Stadium,Punjab Kings,27,22,1,3,1,2,122.73,18.214285714285715,21.875,12.6,145.576,16.142857142857142,19.321590909090908,5.416666666666667,17.239436619718308,125.69507042253521,71,17.0,89.47
RA Jadeja,519,2015-04-09,"MA Chidambaram Stadium, Chepauk",Delhi Capitals,17,19,1,2,1,1,89.47,16.533333333333335,17.444444444444443,14.8,146.32800000000003,11.4,20.09861111111111,3.875,17.375,125.65388888888889,72,0.0,0.0
RA Jadeja,521,2015-04-11,"MA Chidambaram Stadium, Chepauk",Sunrisers Hyderabad,0,1,1,0,0,0,0.0,11.777777777777779,7.0,12.6,109.662,11.4,20.09861111111111,1.0,17.36986301369863,125.15821917808218,73,8.0,100.0
RA Jadeja,538,2015-04-22,M Chinnaswamy Stadium,Royal Challengers Bangalore,8,8,1,1,0,1,100.0,12.6,14.625,12.2,107.44000000000001,9.285714285714286,19.843718079673135,2.5555555555555554,17.135135135135137,123.46689189189188,74,18.0,163.64
RA Jadeja,542,2015-04-25,"MA Chidambaram Stadium, Chepauk",Punjab Kings,18,11,0,2,0,2,163.64,18.214285714285715,22.444444444444443,14.0,95.16799999999999,11.4,20.09861111111111,9.0,17.013333333333332,123.154,75,15.0,75.0
RA Jadeja,547,2015-04-28,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,15,20,1,0,0,0,75.0,16.1875,16.454545454545453,11.6,85.62199999999999,11.4,20.09861111111111,7.065476190476191,17.026315789473685,123.68671052631579,76,24.0,80.0
RA Jadeja,527,2015-04-30,Eden Gardens,Kolkata Knight Riders,24,30,1,2,1,1,80.0,16.1875,16.333333333333332,13.0,83.728,15.555555555555555,19.11173184357542,6.3,17.0,123.0544155844156,77,14.0,116.67
RA Jadeja,551,2015-05-02,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,14,12,0,0,0,0,116.67,11.777777777777779,5.25,15.8,107.06199999999998,11.75,19.61134163208852,1.8333333333333333,17.08974358974359,122.5024358974359,78,3.0,75.0
RA Jadeja,554,2015-05-04,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,3,4,1,0,0,0,75.0,12.6,13.88888888888889,14.8,102.062,11.4,20.09861111111111,3.3333333333333335,17.050632911392405,122.42860759493672,79,3.0,75.0
RA Jadeja,565,2015-05-12,Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,3,4,0,0,0,0,75.0,16.533333333333335,17.4,11.8,84.334,3.0,20.54320987654321,7.166666666666666,16.875,121.83575,80,19.0,172.73
RA Jadeja,573,2015-05-19,Wankhede Stadium,Mumbai Indians,19,11,2,2,1,1,172.73,14.933333333333334,13.181818181818182,12.6,103.88,16.142857142857142,19.321590909090908,5.1190476190476195,16.703703703703702,121.25753086419753,81,11.0,137.5
RA Jadeja,576,2015-05-24,Eden Gardens,Mumbai Indians,11,8,0,1,0,1,137.5,14.933333333333334,13.666666666666666,10.0,115.38,15.555555555555555,19.11173184357542,5.333333333333333,16.73170731707317,121.88524390243903,82,8.0,66.67
RA Jadeja,579,2016-04-11,"Punjab Cricket Association IS Bindra Stadium, Mohali",Punjab Kings,8,12,0,0,0,0,66.67,18.214285714285715,22.0,8.8,105.38,7.5,22.926174496644297,5.666666666666667,16.662650602409638,122.07337349397591,83,4.0,40.0
RA Jadeja,582,2016-04-14,Saurashtra Cricket Association Stadium,Rising Pune Supergiants,4,10,0,0,0,0,40.0,7.666666666666667,16.166666666666668,9.0,98.38,17.125,22.84285714285714,5.7,16.55952380952381,121.41380952380953,84,14.0,87.5
RA Jadeja,591,2016-04-21,Saurashtra Cricket Association Stadium,Sunrisers Hyderabad,14,16,1,0,0,0,87.5,11.777777777777779,7.0,11.2,100.88,17.125,22.84285714285714,5.333333333333333,16.41176470588235,120.456,85,12.0,109.09
RA Jadeja,595,2016-04-24,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,12,11,1,1,1,0,109.09,12.6,12.8,9.8,88.152,17.125,22.84285714285714,3.3333333333333335,16.38372093023256,120.07279069767442,86,4.0,57.14
RA Jadeja,599,2016-04-27,Feroz Shah Kotla,Delhi Capitals,4,7,1,0,0,0,57.14,16.533333333333335,16.09090909090909,8.4,72.08,16.6,19.530133928571427,4.7,16.333333333333332,119.94655172413793,87,0.0,0.0
RA Jadeja,601,2016-04-29,Maharashtra Cricket Association Stadium,Rising Pune Supergiants,0,1,1,0,0,0,0.0,7.666666666666667,4.0,6.8,58.746,9.5,20.62727272727273,3.6666666666666665,16.193181818181817,119.23284090909091,88,11.0,91.67
RA Jadeja,604,2016-05-01,Saurashtra Cricket Association Stadium,Punjab Kings,11,12,1,0,0,0,91.67,18.214285714285715,20.727272727272727,8.2,69.08,17.125,22.84285714285714,2.625,16.01123595505618,117.89314606741573,89,36.0,133.33
RA Jadeja,607,2016-05-03,Saurashtra Cricket Association Stadium,Delhi Capitals,36,27,1,5,1,4,133.33,16.533333333333335,15.083333333333334,12.6,78.24600000000001,17.125,22.84285714285714,4.383333333333333,15.955555555555556,117.60177777777777,90,18.0,138.46
RA Jadeja,610,2016-05-06,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,18,13,1,2,0,2,138.46,11.777777777777779,8.166666666666666,13.8,84.12,11.75,19.61134163208852,4.208333333333333,16.175824175824175,117.77461538461539,91,9.0,100.0
RA Jadeja,614,2016-05-08,Eden Gardens,Kolkata Knight Riders,9,9,1,1,1,0,100.0,16.1875,16.923076923076923,14.8,92.69200000000001,15.555555555555555,19.11173184357542,6.75,16.195652173913043,117.99945652173913,92,21.0,105.0
RA Jadeja,620,2016-05-14,M Chinnaswamy Stadium,Royal Challengers Bangalore,21,20,1,3,1,2,105.0,12.6,12.727272727272727,19.0,113.69200000000001,9.285714285714286,19.843718079673135,5.14,16.118279569892472,117.80591397849463,93,11.0,110.0
RA Jadeja,627,2016-05-19,Green Park,Kolkata Knight Riders,11,10,0,1,0,1,110.0,16.1875,16.357142857142858,19.0,117.35800000000002,16.25,19.61904761904762,6.2,16.170212765957448,117.66968085106383,94,21.0,123.53
RA Jadeja,630,2016-05-21,Green Park,Mumbai Indians,21,17,0,4,0,4,123.53,14.933333333333334,13.461538461538462,16.0,115.398,16.25,19.61904761904762,7.75,16.11578947368421,117.58894736842106,95,3.0,37.5
RA Jadeja,633,2016-05-24,M Chinnaswamy Stadium,Royal Challengers Bangalore,3,8,1,0,0,0,37.5,12.6,13.416666666666666,13.0,95.20599999999999,9.285714285714286,19.843718079673135,3.0,16.166666666666668,117.65083333333332,96,19.0,118.75
RA Jadeja,635,2016-05-27,Feroz Shah Kotla,Sunrisers Hyderabad,19,16,0,1,0,1,118.75,11.777777777777779,9.571428571428571,15.0,98.95599999999999,16.6,19.530133928571427,4.45,16.030927835051546,116.82453608247422,97,23.0,104.55
RA Jadeja,20,2017-04-18,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,23,22,1,2,0,2,104.55,12.6,12.615384615384615,15.4,98.866,17.125,22.84285714285714,4.0249999999999995,16.06122448979592,116.84418367346939,98,19.0,146.15
RA Jadeja,23,2017-04-21,Eden Gardens,Kolkata Knight Riders,19,13,0,2,1,1,146.15,16.1875,16.0,17.0,106.096,15.555555555555555,19.11173184357542,10.0,16.13131313131313,116.72000000000001,99,9.0,128.57
RA Jadeja,26,2017-04-23,Saurashtra Cricket Association Stadium,Punjab Kings,9,7,1,1,0,1,128.57,18.214285714285715,19.916666666666668,14.6,107.104,17.125,22.84285714285714,5.5,16.16,117.0143,100,2.0,40.0
RA Jadeja,30,2017-04-27,M Chinnaswamy Stadium,Royal Challengers Bangalore,2,5,0,0,0,0,40.0,12.6,13.357142857142858,14.4,107.604,9.285714285714286,19.843718079673135,3.0,16.08910891089109,117.12871287128714,101,28.0,127.27
RA Jadeja,34,2017-04-29,Saurashtra Cricket Association Stadium,Mumbai Indians,28,22,1,3,1,2,127.27,14.933333333333334,14.0,16.2,109.30799999999999,17.125,22.84285714285714,6.75,15.950980392156863,116.37254901960785,102,19.0,158.33
RA Jadeja,38,2017-05-01,Maharashtra Cricket Association Stadium,Rising Pune Supergiants,19,12,1,3,0,3,158.33,7.666666666666667,2.0,15.4,120.064,9.5,20.62727272727273,2.75,16.067961165048544,116.4783495145631,103,18.0,257.14
RA Jadeja,41,2017-05-04,Feroz Shah Kotla,Delhi Capitals,18,7,0,2,2,0,257.14,16.533333333333335,16.692307692307693,15.2,142.262,16.6,19.530133928571427,3.0,16.096153846153847,116.88076923076923,104,7.0,87.5
RA Jadeja,46,2017-05-07,"Punjab Cricket Association IS Bindra Stadium, Mohali",Punjab Kings,7,8,0,0,0,0,87.5,18.214285714285715,19.076923076923077,14.8,134.048,7.5,22.926174496644297,3.3333333333333335,16.114285714285714,118.21657142857143,105,13.0,185.71
RA Jadeja,49,2017-05-10,Green Park,Delhi Capitals,13,7,0,2,0,2,185.71,16.533333333333335,16.785714285714285,17.0,163.19,16.25,19.61904761904762,2.0,16.028301886792452,117.92679245283018,106,20.0,133.33
RA Tripathi,9,2017-04-11,Maharashtra Cricket Association Stadium,Delhi Capitals,10,6,1,2,0,2,166.67,8.5,11.777777777777779,10.0,166.67,29.666666666666668,20.62727272727273,10.0,16.037037037037038,118.69703703703705,0,33.0,194.12
RA Tripathi,13,2017-04-14,Saurashtra Cricket Association Stadium,Gujarat Lions,33,17,1,5,2,3,194.12,19.5,8.5,21.5,180.39499999999998,33.0,22.84285714285714,4.5,10.0,166.67,1,31.0,129.17
RA Tripathi,17,2017-04-16,M Chinnaswamy Stadium,Royal Challengers Bangalore,31,24,1,4,1,3,129.17,34.0,28.0,24.666666666666668,163.32,31.0,19.843718079673135,10.866666666666667,21.5,180.39499999999998,2,59.0,143.9
RA Tripathi,25,2017-04-22,Maharashtra Cricket Association Stadium,Sunrisers Hyderabad,59,41,0,9,3,6,143.9,30.0,34.0,33.25,158.465,29.666666666666668,20.62727272727273,4.638888888888888,24.666666666666668,163.32,3,45.0,145.16
RA Tripathi,28,2017-04-24,Wankhede Stadium,Mumbai Indians,45,31,1,5,2,3,145.16,16.0,65.5,35.6,155.804,22.5,19.321590909090908,1.3666666666666667,33.25,158.465,4,38.0,152.0
RA Tripathi,29,2017-04-26,Maharashtra Cricket Association Stadium,Kolkata Knight Riders,38,25,1,7,0,7,152.0,65.5,19.5,41.2,152.87,29.666666666666668,20.62727272727273,6.7,35.6,155.804,5,37.0,127.59
RA Tripathi,33,2017-04-29,Maharashtra Cricket Association Stadium,Royal Challengers Bangalore,37,29,1,5,1,4,127.59,34.0,31.0,42.0,139.56400000000002,29.666666666666668,20.62727272727273,7.266666666666667,36.0,155.17,6,6.0,85.71
RA Tripathi,38,2017-05-01,Maharashtra Cricket Association Stadium,Gujarat Lions,6,7,0,1,0,1,85.71,19.5,33.0,37.0,130.872,29.666666666666668,20.62727272727273,4.0,36.142857142857146,151.23,7,93.0,172.22
RA Tripathi,40,2017-05-03,Eden Gardens,Kolkata Knight Riders,93,54,1,16,7,9,172.22,65.5,38.0,43.8,136.536,93.0,19.11173184357542,12.2,32.375,143.04,8,1.0,25.0
RA Tripathi,43,2017-05-06,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,1,4,1,0,0,0,25.0,30.0,59.0,35.0,112.50399999999999,2.0,19.61134163208852,8.6,39.111111111111114,146.28222222222223,9,7.0,116.67
RA Tripathi,51,2017-05-12,Feroz Shah Kotla,Delhi Capitals,7,6,1,1,0,1,116.67,8.5,10.0,28.8,105.43799999999999,7.0,19.530133928571427,6.5,35.3,134.154,10,28.0,133.33
RA Tripathi,54,2017-05-14,Maharashtra Cricket Association Stadium,Punjab Kings,28,21,1,5,1,4,133.33,28.0,16.0,27.0,106.58599999999998,29.666666666666668,20.62727272727273,5.366666666666666,32.72727272727273,132.56454545454545,11,0.0,0.0
RA Tripathi,56,2017-05-16,Wankhede Stadium,Mumbai Indians,0,2,1,0,0,0,0.0,16.0,45.0,25.8,89.44399999999999,22.5,19.321590909090908,14.0,32.333333333333336,132.62833333333333,12,3.0,37.5
RE Levi,308,2012-04-04,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,50,36,1,9,3,6,138.89,50.0,3.0,50.0,138.89,50.0,20.09861111111111,6.0,3.0,150.0,0,0.0,0.0
RE Levi,310,2012-04-06,Wankhede Stadium,Pune Warriors,0,2,1,0,0,0,0.0,0.0,1.0,25.0,69.445,7.5,19.321590909090908,4.0,50.0,138.89,1,3.0,33.33
RE Levi,316,2012-04-09,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Deccan Chargers,3,9,1,0,0,0,33.33,1.5,50.0,17.666666666666668,57.40666666666666,3.0,17.72189349112426,10.0,25.0,69.445,2,29.0,131.82
RE Levi,319,2012-04-11,Wankhede Stadium,Rajasthan Royals,29,22,1,5,1,4,131.82,29.0,0.0,20.5,76.00999999999999,7.5,19.321590909090908,2.3,17.666666666666668,57.40666666666666,3,1.0,25.0
RE Levi,327,2012-04-16,Wankhede Stadium,Delhi Capitals,1,4,1,0,0,0,25.0,1.0,1.5,16.6,65.80799999999999,7.5,19.321590909090908,10.0,20.5,76.00999999999999,4,0.0,0.0
RE van der Merwe,134,2009-04-29,Kingsmead,Kolkata Knight Riders,9,9,1,1,1,0,100.0,5.0,2.0,9.0,100.0,15.666666666666666,16.502024291497975,1.5,13.833333333333334,54.839999999999996,0,35.0,184.21
RE van der Merwe,139,2009-05-01,Kingsmead,Punjab Kings,35,19,1,6,3,3,184.21,21.5,5.5,22.0,142.10500000000002,15.666666666666666,16.502024291497975,6.25,9.0,100.0,1,15.0,88.24
RE van der Merwe,148,2009-05-07,SuperSport Park,Rajasthan Royals,15,17,1,1,0,1,88.24,8.5,21.5,19.666666666666668,124.14999999999999,19.0,19.884393063583815,2.4,22.0,142.10500000000002,2,3.0,60.0
RE van der Merwe,153,2009-05-10,St George's Park,Mumbai Indians,3,5,1,0,0,0,60.0,5.5,5.0,15.5,108.1125,3.0,19.232323232323232,1.3333333333333333,19.666666666666668,124.14999999999999,3,3.0,42.86
RE van der Merwe,159,2009-05-14,Kingsmead,Chennai Super Kings,3,7,1,0,0,0,42.86,6.333333333333333,29.0,13.0,95.062,15.666666666666666,16.502024291497975,3.0,15.5,108.1125,4,23.0,127.78
RE van der Merwe,171,2009-05-21,SuperSport Park,Deccan Chargers,23,18,1,4,1,3,127.78,27.5,6.333333333333333,15.8,100.61800000000001,19.0,19.884393063583815,4.5,13.0,95.062,5,2.0,40.0
RE van der Merwe,173,2009-05-23,New Wanderers Stadium,Chennai Super Kings,2,5,1,0,0,0,40.0,6.333333333333333,3.0,9.2,71.776,17.0,18.508474576271187,3.5,14.666666666666666,100.515,6,32.0,152.38
RE van der Merwe,174,2009-05-24,New Wanderers Stadium,Deccan Chargers,32,21,1,4,3,1,152.38,27.5,23.0,12.6,84.604,17.0,18.508474576271187,5.75,12.857142857142858,91.87,7,1.0,50.0
RE van der Merwe,178,2010-03-14,Eden Gardens,Kolkata Knight Riders,1,2,1,0,0,0,50.0,5.0,9.0,12.2,82.604,1.0,19.11173184357542,6.0,15.25,99.43375,8,8.0,133.33
RE van der Merwe,238,2011-04-10,Feroz Shah Kotla,Mumbai Indians,8,6,0,1,0,1,133.33,5.5,3.0,13.2,100.69800000000001,6.0,19.530133928571427,0.6666666666666666,13.666666666666666,93.94111111111111,9,2.0,66.67
RE van der Merwe,241,2011-04-12,Sawai Mansingh Stadium,Rajasthan Royals,2,3,0,0,0,0,66.67,8.5,15.0,9.0,88.47600000000001,2.0,19.288100208768267,3.5,13.1,97.88,10,2.0,50.0
RE van der Merwe,269,2011-04-30,Nehru Stadium,Kochi Tuskers Kerala,2,4,1,0,0,0,50.0,2.0,27.5,9.0,90.476,2.0,16.487179487179485,4.5,12.090909090909092,95.04272727272728,11,2.0,66.67
RE van der Merwe,274,2011-05-02,Feroz Shah Kotla,Kochi Tuskers Kerala,2,3,0,0,0,0,66.67,2.0,2.0,3.0,73.33399999999999,6.0,19.530133928571427,4.0,11.25,91.28916666666667,12,8.0,88.89
RE van der Merwe,443,2013-04-23,Feroz Shah Kotla,Punjab Kings,8,9,1,1,0,1,88.89,21.5,35.0,4.4,81.112,6.0,19.530133928571427,1.0,10.538461538461538,89.39538461538463,13,14.0,87.5
RG Sharma,64,2008-04-20,Eden Gardens,Kolkata Knight Riders,0,3,1,0,0,0,0.0,35.5,20.5,0.0,0.0,38.0,19.11173184357542,13.0,2.0,100.0,0,66.0,178.38
RG Sharma,66,2008-04-22,"Rajiv Gandhi International Stadium, Uppal",Delhi Capitals,66,37,1,10,4,6,178.38,31.904761904761905,43.75,33.0,89.19,33.0,19.61134163208852,11.095833333333333,0.0,0.0,1,36.0,120.0
RG Sharma,68,2008-04-24,"Rajiv Gandhi International Stadium, Uppal",Rajasthan Royals,36,30,1,4,1,3,120.0,25.1875,27.789473684210527,34.0,99.46,33.0,19.61134163208852,4.95,33.0,89.19,2,76.0,180.95
RG Sharma,77,2008-05-01,"Rajiv Gandhi International Stadium, Uppal",Punjab Kings,76,42,0,12,2,10,180.95,27.789473684210527,22.5,44.5,119.8325,33.0,19.61134163208852,8.55,34.0,99.46,3,57.0,132.56
RG Sharma,111,2008-05-03,M Chinnaswamy Stadium,Royal Challengers Bangalore,57,43,1,8,3,5,132.56,24.714285714285715,29.666666666666668,47.0,122.378,20.666666666666668,19.843718079673135,6.4,44.5,119.8325,4,23.0,135.29
RG Sharma,85,2008-05-06,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,23,17,1,3,1,2,135.29,25.476190476190474,2.0,51.6,149.43599999999998,13.5,20.09861111111111,8.254545454545454,47.0,122.378,5,5.0,62.5
